2018-02-27 16:45:28.102 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: cutPage belongs to groups: [[ResourceGroup{groupName='usercontroller', position=0, controller=com.personal.controller.UserController}]] 
2018-02-27 16:45:28.102 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method deleteQuery was usercontroller
2018-02-27 16:45:28.102 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: deleteQuery belongs to groups: [[ResourceGroup{groupName='usercontroller', position=0, controller=com.personal.controller.UserController}]] 
2018-02-27 16:45:28.102 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method delete was usercontroller
2018-02-27 16:45:28.102 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: delete belongs to groups: [[ResourceGroup{groupName='usercontroller', position=0, controller=com.personal.controller.UserController}]] 
2018-02-27 16:45:28.102 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method handleError was error-handler-controller
2018-02-27 16:45:28.102 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: handleError belongs to groups: [[ResourceGroup{groupName='error-handler-controller', position=0, controller=com.personal.controller.ErrorHandlerController}]] 
2018-02-27 16:45:28.103 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method find was usercontroller
2018-02-27 16:45:28.103 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: find belongs to groups: [[ResourceGroup{groupName='usercontroller', position=0, controller=com.personal.controller.UserController}]] 
2018-02-27 16:45:28.103 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method getGifCode was common-controller
2018-02-27 16:45:28.103 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: getGifCode belongs to groups: [[ResourceGroup{groupName='common-controller', position=0, controller=com.personal.controller.CommonController}]] 
2018-02-27 16:45:28.103 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method getKaptchaImage was common-controller
2018-02-27 16:45:28.103 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: getKaptchaImage belongs to groups: [[ResourceGroup{groupName='common-controller', position=0, controller=com.personal.controller.CommonController}]] 
2018-02-27 16:45:28.103 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method getOAuth2UserInfo was wx-controller
2018-02-27 16:45:28.104 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: getOAuth2UserInfo belongs to groups: [[ResourceGroup{groupName='wx-controller', position=0, controller=com.personal.controller.WxController}]] 
2018-02-27 16:45:28.104 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method helloHtml was htmlcontroller
2018-02-27 16:45:28.104 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: helloHtml belongs to groups: [[ResourceGroup{groupName='htmlcontroller', position=0, controller=com.personal.controller.HtmlController}]] 
2018-02-27 16:45:28.104 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method index was securitycontroller
2018-02-27 16:45:28.104 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: index belongs to groups: [[ResourceGroup{groupName='securitycontroller', position=0, controller=com.personal.controller.SecurityController}]] 
2018-02-27 16:45:28.104 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method login was securitycontroller
2018-02-27 16:45:28.104 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: login belongs to groups: [[ResourceGroup{groupName='securitycontroller', position=0, controller=com.personal.controller.SecurityController}]] 
2018-02-27 16:45:28.105 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method sendSimpleMail was common-controller
2018-02-27 16:45:28.105 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: sendSimpleMail belongs to groups: [[ResourceGroup{groupName='common-controller', position=0, controller=com.personal.controller.CommonController}]] 
2018-02-27 16:45:28.105 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method uid was common-controller
